Summary:
  Temperature Count: 5907
  Humidity Count: 5907
Alerts:
  [high_temp_or_humidity]
Date: 2024-10-30, Temp: 31, Humidity: 81, Light: 160, Time: 14:21:32, Recorded By: Sensor4
Date: 2024-02-03, Temp: 38, Humidity: 89, Light: 132, Time: 19:30:47, Recorded By: Sensor1
Date: 2024-05-21, Temp: 37, Humidity: 88, Light: 135, Time: 23:42:55, Recorded By: Sensor2
Date: 2024-12-20, Temp: 35, Humidity: 89, Light: 214, Time: 17:10:36, Recorded By: Sensor2
Date: 2024-08-01, Temp: 33, Humidity: 85, Light: 76, Time: 03:11:53, Recorded By: Sensor3
Date: 2024-05-04, Temp: 34, Humidity: 92, Light: 174, Time: 13:58:10, Recorded By: Sensor4
Date: 2024-09-15, Temp: 33, Humidity: 100, Light: 260, Time: 01:41:51, Recorded By: Sensor4
Date: 2024-03-31, Temp: 33, Humidity: 74, Light: 140, Time: 04:46:14, Recorded By: Sensor3
Date: 2024-12-18, Temp: 40, Humidity: 80, Light: 258, Time: 18:48:52, Recorded By: Sensor4
Date: 2024-03-14, Temp: 34, Humidity: 90, Light: 33, Time: 01:48:54, Recorded By: Sensor4
Date: 2024-09-11, Temp: 30, Humidity: 87, Light: 42, Time: 08:20:55, Recorded By: Sensor4
Date: 2024-02-15, Temp: 33, Humidity: 71, Light: 203, Time: 14:04:39, Recorded By: Sensor4
Date: 2024-12-05, Temp: 32, Humidity: 98, Light: 94, Time: 10:14:24, Recorded By: Sensor4
Date: 2024-08-01, Temp: 34, Humidity: 93, Light: 179, Time: 20:11:25, Recorded By: Sensor3
Date: 2024-05-08, Temp: 39, Humidity: 92, Light: 225, Time: 06:29:13, Recorded By: Sensor2
Date: 2024-12-28, Temp: 38, Humidity: 92, Light: 227, Time: 15:03:51, Recorded By: Sensor1
Date: 2024-05-23, Temp: 39, Humidity: 89, Light: 67, Time: 07:12:01, Recorded By: Sensor1
Date: 2024-03-04, Temp: 39, Humidity: 81, Light: 124, Time: 05:58:08, Recorded By: Sensor3
Date: 2024-02-25, Temp: 34, Humidity: 86, Light: 81, Time: 07:07:33, Recorded By: Sensor1
Date: 2024-12-15, Temp: 37, Humidity: 85, Light: 75, Time: 22:33:10, Recorded By: Sensor2
Date: 2024-03-31, Temp: 33, Humidity: 100, Light: 271, Time: 22:38:25, Recorded By: Sensor4
Date: 2024-10-09, Temp: 33, Humidity: 78, Light: 165, Time: 08:38:25, Recorded By: Sensor1
Date: 2024-11-05, Temp: 35, Humidity: 87, Light: 198, Time: 20:37:54, Recorded By: Sensor1
Date: 2024-06-27, Temp: 31, Humidity: 87, Light: 113, Time: 16:49:48, Recorded By: Sensor3
Date: 2024-11-28, Temp: 35, Humidity: 88, Light: 231, Time: 08:39:49, Recorded By: Sensor2
Date: 2024-09-25, Temp: 38, Humidity: 79, Light: 145, Time: 09:12:04, Recorded By: Sensor4
Date: 2024-11-09, Temp: 38, Humidity: 98, Light: 193, Time: 19:49:03, Recorded By: Sensor1
Date: 2024-05-04, Temp: 37, Humidity: 81, Light: 151, Time: 13:55:33, Recorded By: Sensor4
Date: 2024-03-12, Temp: 33, Humidity: 76, Light: 299, Time: 04:53:30, Recorded By: Sensor4
Date: 2024-10-29, Temp: 35, Humidity: 80, Light: 103, Time: 16:40:22, Recorded By: Sensor1
Date: 2024-01-10, Temp: 33, Humidity: 96, Light: 146, Time: 21:44:54, Recorded By: Sensor3
Date: 2024-05-13, Temp: 40, Humidity: 73, Light: 245, Time: 14:55:28, Recorded By: Sensor3
Date: 2024-07-26, Temp: 34, Humidity: 81, Light: 176, Time: 08:25:37, Recorded By: Sensor2
Date: 2024-04-23, Temp: 36, Humidity: 95, Light: 74, Time: 04:56:09, Recorded By: Sensor2
Date: 2024-09-20, Temp: 33, Humidity: 83, Light: 75, Time: 03:18:38, Recorded By: Sensor4
Date: 2024-01-02, Temp: 36, Humidity: 96, Light: 52, Time: 19:41:38, Recorded By: Sensor3
Date: 2024-06-27, Temp: 39, Humidity: 79, Light: 112, Time: 20:37:05, Recorded By: Sensor2
Date: 2024-03-11, Temp: 31, Humidity: 86, Light: 246, Time: 05:48:51, Recorded By: Sensor4
Date: 2024-12-05, Temp: 32, Humidity: 95, Light: 157, Time: 01:34:54, Recorded By: Sensor2
Date: 2024-12-08, Temp: 32, Humidity: 89, Light: 184, Time: 13:56:53, Recorded By: Sensor1
Date: 2024-11-19, Temp: 30, Humidity: 92, Light: 245, Time: 11:10:24, Recorded By: Sensor4
Date: 2024-09-12, Temp: 40, Humidity: 97, Light: 85, Time: 23:36:40, Recorded By: Sensor1
Date: 2024-08-27, Temp: 37, Humidity: 83, Light: 129, Time: 21:13:39, Recorded By: Sensor1
Date: 2024-09-05, Temp: 36, Humidity: 76, Light: 113, Time: 11:48:29, Recorded By: Sensor2
Date: 2024-12-27, Temp: 39, Humidity: 88, Light: 169, Time: 13:29:26, Recorded By: Sensor2
Date: 2024-11-05, Temp: 35, Humidity: 95, Light: 94, Time: 23:14:29, Recorded By: Sensor4
Date: 2024-01-20, Temp: 40, Humidity: 99, Light: 109, Time: 08:38:05, Recorded By: Sensor3
Date: 2024-02-28, Temp: 32, Humidity: 94, Light: 226, Time: 02:35:08, Recorded By: Sensor4
Date: 2024-10-07, Temp: 40, Humidity: 79, Light: 228, Time: 18:16:52, Recorded By: Sensor4
Date: 2024-12-07, Temp: 34, Humidity: 99, Light: 277, Time: 17:35:17, Recorded By: Sensor2
Date: 2024-01-08, Temp: 39, Humidity: 77, Light: 189, Time: 05:23:12, Recorded By: Sensor3
Date: 2024-03-26, Temp: 34, Humidity: 84, Light: 126, Time: 13:39:01, Recorded By: Sensor2
Date: 2024-10-19, Temp: 31, Humidity: 81, Light: 128, Time: 09:03:44, Recorded By: Sensor1
Date: 2024-06-14, Temp: 34, Humidity: 95, Light: 116, Time: 22:21:09, Recorded By: Sensor2
Date: 2024-01-30, Temp: 35, Humidity: 96, Light: 131, Time: 06:40:12, Recorded By: Sensor4
Date: 2024-04-12, Temp: 32, Humidity: 84, Light: 140, Time: 03:48:36, Recorded By: Sensor2
Date: 2024-10-08, Temp: 35, Humidity: 85, Light: 91, Time: 17:07:51, Recorded By: Sensor2
Date: 2024-02-11, Temp: 31, Humidity: 88, Light: 92, Time: 15:40:20, Recorded By: Sensor4
Date: 2024-01-16, Temp: 35, Humidity: 87, Light: 57, Time: 14:23:20, Recorded By: Sensor4
Date: 2024-05-23, Temp: 35, Humidity: 71, Light: 220, Time: 04:43:22, Recorded By: Sensor2
Date: 2024-05-26, Temp: 40, Humidity: 80, Light: 71, Time: 12:35:49, Recorded By: Sensor3
Date: 2024-09-11, Temp: 32, Humidity: 98, Light: 281, Time: 04:47:13, Recorded By: Sensor2
Date: 2024-07-10, Temp: 32, Humidity: 83, Light: 108, Time: 21:44:21, Recorded By: Sensor2
Date: 2024-02-23, Temp: 34, Humidity: 80, Light: 275, Time: 22:45:28, Recorded By: Sensor3
Date: 2024-09-23, Temp: 30, Humidity: 80, Light: 297, Time: 07:56:18, Recorded By: Sensor4
Date: 2024-11-21, Temp: 33, Humidity: 74, Light: 129, Time: 15:17:48, Recorded By: Sensor3
Date: 2024-05-18, Temp: 37, Humidity: 93, Light: 93, Time: 06:37:22, Recorded By: Sensor4
Date: 2024-05-23, Temp: 33, Humidity: 76, Light: 97, Time: 16:47:51, Recorded By: Sensor3
Date: 2024-07-20, Temp: 36, Humidity: 97, Light: 151, Time: 10:38:58, Recorded By: Sensor2
Date: 2024-07-31, Temp: 33, Humidity: 93, Light: 251, Time: 11:15:50, Recorded By: Sensor1
Date: 2024-11-22, Temp: 38, Humidity: 99, Light: 246, Time: 07:12:17, Recorded By: Sensor2
Date: 2024-06-01, Temp: 33, Humidity: 91, Light: 69, Time: 23:03:05, Recorded By: Sensor1
Date: 2024-10-16, Temp: 36, Humidity: 91, Light: 38, Time: 01:54:52, Recorded By: Sensor1
Date: 2024-04-10, Temp: 33, Humidity: 74, Light: 293, Time: 13:26:05, Recorded By: Sensor1
Date: 2024-11-04, Temp: 37, Humidity: 86, Light: 37, Time: 11:23:35, Recorded By: Sensor2
Date: 2024-11-04, Temp: 30, Humidity: 71, Light: 182, Time: 20:44:01, Recorded By: Sensor4
Date: 2024-02-14, Temp: 34, Humidity: 82, Light: 25, Time: 15:03:08, Recorded By: Sensor3
Date: 2024-09-30, Temp: 40, Humidity: 97, Light: 90, Time: 12:26:18, Recorded By: Sensor2
Date: 2024-05-28, Temp: 35, Humidity: 81, Light: 200, Time: 01:51:25, Recorded By: Sensor2
Date: 2024-01-10, Temp: 36, Humidity: 84, Light: 71, Time: 01:21:39, Recorded By: Sensor4
Date: 2024-04-06, Temp: 38, Humidity: 77, Light: 193, Time: 04:20:02, Recorded By: Sensor2
Date: 2024-04-15, Temp: 38, Humidity: 100, Light: 67, Time: 23:33:39, Recorded By: Sensor4
Date: 2024-12-09, Temp: 33, Humidity: 80, Light: 77, Time: 07:49:30, Recorded By: Sensor3
Date: 2024-06-25, Temp: 36, Humidity: 92, Light: 272, Time: 14:29:09, Recorded By: Sensor2
Date: 2024-09-14, Temp: 32, Humidity: 82, Light: 37, Time: 16:33:01, Recorded By: Sensor1
Date: 2024-03-02, Temp: 39, Humidity: 88, Light: 53, Time: 16:19:52, Recorded By: Sensor2
Date: 2024-11-16, Temp: 31, Humidity: 99, Light: 121, Time: 09:32:50, Recorded By: Sensor1
Date: 2024-03-03, Temp: 38, Humidity: 71, Light: 165, Time: 13:25:08, Recorded By: Sensor2
Date: 2024-06-06, Temp: 34, Humidity: 92, Light: 155, Time: 03:52:49, Recorded By: Sensor1
Date: 2024-03-22, Temp: 30, Humidity: 94, Light: 227, Time: 10:38:22, Recorded By: Sensor4
Date: 2024-02-19, Temp: 36, Humidity: 75, Light: 222, Time: 02:11:26, Recorded By: Sensor3
Date: 2024-03-16, Temp: 39, Humidity: 83, Light: 169, Time: 23:49:15, Recorded By: Sensor1
Date: 2024-10-05, Temp: 40, Humidity: 88, Light: 297, Time: 22:36:58, Recorded By: Sensor4
Date: 2024-03-27, Temp: 33, Humidity: 94, Light: 112, Time: 12:44:35, Recorded By: Sensor2
Date: 2024-01-28, Temp: 32, Humidity: 97, Light: 237, Time: 05:34:38, Recorded By: Sensor2
Date: 2024-02-27, Temp: 32, Humidity: 70, Light: 213, Time: 11:04:29, Recorded By: Sensor2
Date: 2024-10-18, Temp: 37, Humidity: 90, Light: 76, Time: 02:06:21, Recorded By: Sensor3
Date: 2024-03-08, Temp: 31, Humidity: 73, Light: 256, Time: 15:58:09, Recorded By: Sensor4
Date: 2024-08-14, Temp: 38, Humidity: 72, Light: 232, Time: 09:06:20, Recorded By: Sensor3
Date: 2024-06-12, Temp: 38, Humidity: 76, Light: 252, Time: 22:23:58, Recorded By: Sensor1
Date: 2024-08-27, Temp: 38, Humidity: 84, Light: 113, Time: 09:57:54, Recorded By: Sensor2
Date: 2024-04-15, Temp: 40, Humidity: 75, Light: 266, Time: 16:21:59, Recorded By: Sensor2
Date: 2024-12-14, Temp: 30, Humidity: 91, Light: 249, Time: 15:20:09, Recorded By: Sensor2
Date: 2024-04-22, Temp: 32, Humidity: 83, Light: 48, Time: 03:15:19, Recorded By: Sensor4
Date: 2024-05-29, Temp: 34, Humidity: 70, Light: 261, Time: 17:23:04, Recorded By: Sensor1
Date: 2024-11-03, Temp: 32, Humidity: 85, Light: 300, Time: 12:16:31, Recorded By: Sensor1
Date: 2024-07-28, Temp: 38, Humidity: 98, Light: 276, Time: 08:01:21, Recorded By: Sensor1
Date: 2024-05-01, Temp: 34, Humidity: 80, Light: 206, Time: 11:35:02, Recorded By: Sensor3
Date: 2024-10-14, Temp: 36, Humidity: 95, Light: 235, Time: 21:39:53, Recorded By: Sensor2
Date: 2024-09-16, Temp: 40, Humidity: 70, Light: 131, Time: 04:35:02, Recorded By: Sensor3
Date: 2024-05-12, Temp: 33, Humidity: 100, Light: 281, Time: 16:19:19, Recorded By: Sensor2
Date: 2024-12-18, Temp: 35, Humidity: 71, Light: 273, Time: 01:36:44, Recorded By: Sensor1
Date: 2024-11-11, Temp: 36, Humidity: 71, Light: 175, Time: 12:16:28, Recorded By: Sensor3
Date: 2024-08-23, Temp: 36, Humidity: 93, Light: 71, Time: 07:14:38, Recorded By: Sensor1
Date: 2024-06-07, Temp: 36, Humidity: 99, Light: 168, Time: 03:09:57, Recorded By: Sensor4
Date: 2024-01-23, Temp: 34, Humidity: 87, Light: 266, Time: 08:22:41, Recorded By: Sensor1
Date: 2024-03-30, Temp: 38, Humidity: 82, Light: 99, Time: 06:18:31, Recorded By: Sensor2
Date: 2024-08-21, Temp: 40, Humidity: 92, Light: 255, Time: 13:02:19, Recorded By: Sensor4
Date: 2024-02-16, Temp: 34, Humidity: 89, Light: 227, Time: 14:25:02, Recorded By: Sensor1
Date: 2024-06-04, Temp: 31, Humidity: 70, Light: 174, Time: 08:18:06, Recorded By: Sensor4
Date: 2024-08-31, Temp: 33, Humidity: 79, Light: 79, Time: 19:53:22, Recorded By: Sensor2
Date: 2024-10-22, Temp: 40, Humidity: 86, Light: 165, Time: 22:29:40, Recorded By: Sensor3
Date: 2024-03-08, Temp: 39, Humidity: 83, Light: 45, Time: 02:59:33, Recorded By: Sensor2
Date: 2024-05-18, Temp: 39, Humidity: 86, Light: 269, Time: 09:28:33, Recorded By: Sensor2
Date: 2024-12-11, Temp: 40, Humidity: 93, Light: 205, Time: 16:32:44, Recorded By: Sensor4
Date: 2024-05-09, Temp: 30, Humidity: 81, Light: 195, Time: 19:51:53, Recorded By: Sensor4
Date: 2024-06-03, Temp: 40, Humidity: 98, Light: 206, Time: 12:03:52, Recorded By: Sensor2
Date: 2024-09-26, Temp: 40, Humidity: 74, Light: 245, Time: 16:41:18, Recorded By: Sensor1
Date: 2024-09-23, Temp: 34, Humidity: 99, Light: 298, Time: 14:54:09, Recorded By: Sensor3
Date: 2024-03-18, Temp: 38, Humidity: 81, Light: 99, Time: 12:34:53, Recorded By: Sensor2
Date: 2024-06-06, Temp: 33, Humidity: 74, Light: 199, Time: 07:05:56, Recorded By: Sensor1
Date: 2024-11-23, Temp: 32, Humidity: 96, Light: 188, Time: 06:17:47, Recorded By: Sensor2
Date: 2024-01-25, Temp: 35, Humidity: 73, Light: 47, Time: 08:21:58, Recorded By: Sensor2
Date: 2024-07-09, Temp: 39, Humidity: 85, Light: 245, Time: 18:58:22, Recorded By: Sensor1
Date: 2024-11-12, Temp: 33, Humidity: 92, Light: 182, Time: 06:17:01, Recorded By: Sensor3
Date: 2024-02-23, Temp: 37, Humidity: 95, Light: 203, Time: 03:04:56, Recorded By: Sensor1
Date: 2024-01-05, Temp: 33, Humidity: 88, Light: 197, Time: 04:06:10, Recorded By: Sensor4
Date: 2024-06-20, Temp: 40, Humidity: 86, Light: 277, Time: 19:24:41, Recorded By: Sensor3
Date: 2024-08-02, Temp: 32, Humidity: 79, Light: 42, Time: 14:31:37, Recorded By: Sensor4
Date: 2024-02-08, Temp: 34, Humidity: 78, Light: 51, Time: 13:40:31, Recorded By: Sensor2
Date: 2024-09-29, Temp: 35, Humidity: 92, Light: 229, Time: 05:18:50, Recorded By: Sensor1
Date: 2024-02-16, Temp: 33, Humidity: 70, Light: 287, Time: 16:57:50, Recorded By: Sensor4
Date: 2024-12-03, Temp: 30, Humidity: 77, Light: 53, Time: 08:58:11, Recorded By: Sensor4
Date: 2024-07-05, Temp: 36, Humidity: 88, Light: 264, Time: 09:52:38, Recorded By: Sensor4
Date: 2024-10-31, Temp: 38, Humidity: 98, Light: 141, Time: 06:12:27, Recorded By: Sensor2
Date: 2024-12-14, Temp: 30, Humidity: 80, Light: 71, Time: 07:10:21, Recorded By: Sensor3
Date: 2024-08-11, Temp: 38, Humidity: 71, Light: 143, Time: 12:30:14, Recorded By: Sensor2
Date: 2024-09-07, Temp: 38, Humidity: 97, Light: 154, Time: 14:29:12, Recorded By: Sensor2
Date: 2024-06-10, Temp: 33, Humidity: 100, Light: 170, Time: 11:05:34, Recorded By: Sensor1
Date: 2024-09-17, Temp: 31, Humidity: 98, Light: 32, Time: 21:41:51, Recorded By: Sensor4
Date: 2024-02-20, Temp: 40, Humidity: 92, Light: 250, Time: 22:14:31, Recorded By: Sensor1
Date: 2024-03-29, Temp: 31, Humidity: 71, Light: 41, Time: 14:27:29, Recorded By: Sensor3
Date: 2024-08-22, Temp: 37, Humidity: 71, Light: 128, Time: 12:32:30, Recorded By: Sensor2
Date: 2024-10-18, Temp: 37, Humidity: 91, Light: 165, Time: 04:36:36, Recorded By: Sensor3
Date: 2024-05-25, Temp: 31, Humidity: 81, Light: 185, Time: 10:44:09, Recorded By: Sensor4
Date: 2024-01-28, Temp: 37, Humidity: 88, Light: 170, Time: 13:34:56, Recorded By: Sensor1
Date: 2024-10-27, Temp: 39, Humidity: 70, Light: 283, Time: 09:47:37, Recorded By: Sensor2
Date: 2024-06-25, Temp: 39, Humidity: 84, Light: 58, Time: 15:34:07, Recorded By: Sensor1
Date: 2024-06-13, Temp: 36, Humidity: 87, Light: 117, Time: 12:39:05, Recorded By: Sensor3
Date: 2024-03-31, Temp: 34, Humidity: 72, Light: 253, Time: 02:40:39, Recorded By: Sensor2
Date: 2024-06-14, Temp: 37, Humidity: 85, Light: 296, Time: 06:36:46, Recorded By: Sensor3
Date: 2024-04-23, Temp: 31, Humidity: 91, Light: 217, Time: 18:17:58, Recorded By: Sensor2
Date: 2024-02-15, Temp: 38, Humidity: 84, Light: 36, Time: 19:33:25, Recorded By: Sensor2
Date: 2024-06-14, Temp: 31, Humidity: 80, Light: 75, Time: 20:24:28, Recorded By: Sensor2
Date: 2024-09-10, Temp: 32, Humidity: 97, Light: 271, Time: 21:41:27, Recorded By: Sensor4
Date: 2024-01-26, Temp: 40, Humidity: 89, Light: 257, Time: 17:36:52, Recorded By: Sensor4
Date: 2024-07-19, Temp: 36, Humidity: 86, Light: 173, Time: 22:27:14, Recorded By: Sensor4
Date: 2024-11-29, Temp: 31, Humidity: 77, Light: 249, Time: 16:14:25, Recorded By: Sensor1
Date: 2024-06-11, Temp: 39, Humidity: 81, Light: 238, Time: 04:05:08, Recorded By: Sensor2
Date: 2024-08-31, Temp: 37, Humidity: 70, Light: 186, Time: 07:48:31, Recorded By: Sensor3
Date: 2024-03-18, Temp: 32, Humidity: 95, Light: 37, Time: 01:12:43, Recorded By: Sensor3
Date: 2024-01-24, Temp: 34, Humidity: 96, Light: 174, Time: 16:54:53, Recorded By: Sensor1
Date: 2024-02-06, Temp: 36, Humidity: 75, Light: 34, Time: 22:43:29, Recorded By: Sensor4
Date: 2024-01-10, Temp: 36, Humidity: 90, Light: 135, Time: 11:29:14, Recorded By: Sensor1
Date: 2024-09-25, Temp: 30, Humidity: 76, Light: 252, Time: 15:31:10, Recorded By: Sensor4
Date: 2024-04-06, Temp: 36, Humidity: 85, Light: 166, Time: 02:03:27, Recorded By: Sensor4
Date: 2024-07-04, Temp: 30, Humidity: 91, Light: 166, Time: 07:13:17, Recorded By: Sensor4
Date: 2024-05-12, Temp: 34, Humidity: 92, Light: 140, Time: 16:35:16, Recorded By: Sensor2
Date: 2024-05-09, Temp: 30, Humidity: 77, Light: 29, Time: 01:34:54, Recorded By: Sensor1
Date: 2024-09-01, Temp: 39, Humidity: 94, Light: 146, Time: 21:14:27, Recorded By: Sensor3
Date: 2024-06-01, Temp: 33, Humidity: 96, Light: 151, Time: 12:20:07, Recorded By: Sensor4
Date: 2024-05-19, Temp: 38, Humidity: 83, Light: 75, Time: 12:24:46, Recorded By: Sensor2
Date: 2024-08-20, Temp: 40, Humidity: 72, Light: 36, Time: 06:08:50, Recorded By: Sensor4
Date: 2024-01-12, Temp: 36, Humidity: 85, Light: 183, Time: 07:34:52, Recorded By: Sensor3
Date: 2024-01-20, Temp: 37, Humidity: 79, Light: 229, Time: 05:27:33, Recorded By: Sensor3
Date: 2024-12-04, Temp: 40, Humidity: 96, Light: 215, Time: 03:49:05, Recorded By: Sensor2
Date: 2024-09-04, Temp: 31, Humidity: 93, Light: 91, Time: 10:25:56, Recorded By: Sensor3
Date: 2024-02-14, Temp: 32, Humidity: 74, Light: 80, Time: 03:57:12, Recorded By: Sensor1
Date: 2024-10-09, Temp: 40, Humidity: 73, Light: 42, Time: 06:17:25, Recorded By: Sensor2
Date: 2024-08-25, Temp: 34, Humidity: 84, Light: 188, Time: 22:40:42, Recorded By: Sensor1
Date: 2024-06-12, Temp: 35, Humidity: 73, Light: 37, Time: 23:14:27, Recorded By: Sensor4
Date: 2024-03-30, Temp: 32, Humidity: 92, Light: 98, Time: 13:40:11, Recorded By: Sensor4
Date: 2024-08-17, Temp: 36, Humidity: 80, Light: 67, Time: 03:41:15, Recorded By: Sensor1
Date: 2024-07-18, Temp: 32, Humidity: 73, Light: 51, Time: 18:19:36, Recorded By: Sensor1
Date: 2024-06-24, Temp: 31, Humidity: 100, Light: 90, Time: 22:34:29, Recorded By: Sensor3
Date: 2024-07-26, Temp: 40, Humidity: 86, Light: 159, Time: 22:43:57, Recorded By: Sensor1
Date: 2024-10-20, Temp: 32, Humidity: 77, Light: 287, Time: 03:32:58, Recorded By: Sensor2
Date: 2024-05-02, Temp: 31, Humidity: 74, Light: 72, Time: 09:48:11, Recorded By: Sensor3
Date: 2024-08-19, Temp: 40, Humidity: 77, Light: 204, Time: 12:20:24, Recorded By: Sensor2
Date: 2024-02-16, Temp: 36, Humidity: 91, Light: 248, Time: 04:28:11, Recorded By: Sensor3
Date: 2024-07-28, Temp: 36, Humidity: 94, Light: 52, Time: 08:36:50, Recorded By: Sensor2
Date: 2024-04-18, Temp: 32, Humidity: 89, Light: 249, Time: 17:25:18, Recorded By: Sensor3
Date: 2024-11-07, Temp: 38, Humidity: 93, Light: 219, Time: 14:38:18, Recorded By: Sensor4
Date: 2024-08-20, Temp: 36, Humidity: 73, Light: 203, Time: 22:10:07, Recorded By: Sensor3
Date: 2024-11-10, Temp: 40, Humidity: 91, Light: 234, Time: 13:37:51, Recorded By: Sensor4
Date: 2024-09-18, Temp: 38, Humidity: 85, Light: 186, Time: 02:20:33, Recorded By: Sensor2
Date: 2024-01-04, Temp: 38, Humidity: 70, Light: 258, Time: 03:02:55, Recorded By: Sensor1
Date: 2024-01-02, Temp: 34, Humidity: 84, Light: 287, Time: 18:42:10, Recorded By: Sensor2
Date: 2024-10-24, Temp: 37, Humidity: 83, Light: 116, Time: 22:12:42, Recorded By: Sensor2
Date: 2024-02-29, Temp: 36, Humidity: 71, Light: 299, Time: 16:15:53, Recorded By: Sensor3
Date: 2024-05-31, Temp: 33, Humidity: 79, Light: 180, Time: 11:42:34, Recorded By: Sensor4
Date: 2024-10-03, Temp: 36, Humidity: 73, Light: 179, Time: 19:53:31, Recorded By: Sensor4
Date: 2024-05-22, Temp: 36, Humidity: 79, Light: 176, Time: 08:02:41, Recorded By: Sensor3
Date: 2024-11-12, Temp: 35, Humidity: 100, Light: 203, Time: 09:18:50, Recorded By: Sensor1
Date: 2024-03-23, Temp: 31, Humidity: 73, Light: 272, Time: 06:07:09, Recorded By: Sensor4
Date: 2024-04-13, Temp: 38, Humidity: 83, Light: 213, Time: 20:43:15, Recorded By: Sensor3
Date: 2024-02-07, Temp: 30, Humidity: 100, Light: 25, Time: 01:59:50, Recorded By: Sensor1
Date: 2024-05-31, Temp: 37, Humidity: 82, Light: 97, Time: 11:35:32, Recorded By: Sensor4
Date: 2024-09-27, Temp: 37, Humidity: 70, Light: 209, Time: 08:44:13, Recorded By: Sensor4
Date: 2024-08-05, Temp: 34, Humidity: 86, Light: 187, Time: 06:24:34, Recorded By: Sensor1
Date: 2024-08-30, Temp: 33, Humidity: 95, Light: 215, Time: 13:45:09, Recorded By: Sensor4
Date: 2024-10-17, Temp: 40, Humidity: 80, Light: 203, Time: 03:08:37, Recorded By: Sensor3
Date: 2024-07-01, Temp: 39, Humidity: 90, Light: 62, Time: 15:47:07, Recorded By: Sensor4
Date: 2024-03-14, Temp: 37, Humidity: 90, Light: 245, Time: 07:27:35, Recorded By: Sensor1
Date: 2024-05-02, Temp: 35, Humidity: 75, Light: 286, Time: 11:10:15, Recorded By: Sensor4
Date: 2024-02-05, Temp: 37, Humidity: 75, Light: 173, Time: 16:39:32, Recorded By: Sensor4
Date: 2024-10-05, Temp: 37, Humidity: 92, Light: 40, Time: 02:50:39, Recorded By: Sensor4
Date: 2024-07-06, Temp: 39, Humidity: 93, Light: 53, Time: 07:53:12, Recorded By: Sensor1
Date: 2024-06-21, Temp: 32, Humidity: 79, Light: 62, Time: 15:03:32, Recorded By: Sensor3
Date: 2024-12-23, Temp: 30, Humidity: 84, Light: 125, Time: 01:46:43, Recorded By: Sensor3
Date: 2024-03-08, Temp: 31, Humidity: 96, Light: 212, Time: 02:38:38, Recorded By: Sensor3
Date: 2024-03-06, Temp: 32, Humidity: 85, Light: 211, Time: 07:19:37, Recorded By: Sensor3
Date: 2024-10-30, Temp: 39, Humidity: 82, Light: 33, Time: 16:44:59, Recorded By: Sensor1
Date: 2024-09-27, Temp: 33, Humidity: 90, Light: 202, Time: 06:51:19, Recorded By: Sensor2
Date: 2024-08-05, Temp: 34, Humidity: 72, Light: 86, Time: 22:33:35, Recorded By: Sensor3
Date: 2024-08-22, Temp: 37, Humidity: 84, Light: 130, Time: 10:27:24, Recorded By: Sensor3
Date: 2024-10-01, Temp: 36, Humidity: 85, Light: 273, Time: 06:52:10, Recorded By: Sensor1
Date: 2024-02-14, Temp: 30, Humidity: 71, Light: 221, Time: 12:22:42, Recorded By: Sensor2
Date: 2024-12-03, Temp: 30, Humidity: 77, Light: 279, Time: 04:52:03, Recorded By: Sensor3
Date: 2024-03-17, Temp: 33, Humidity: 74, Light: 32, Time: 15:20:28, Recorded By: Sensor2
Date: 2024-07-14, Temp: 37, Humidity: 88, Light: 289, Time: 21:49:52, Recorded By: Sensor4
Date: 2024-07-09, Temp: 38, Humidity: 80, Light: 28, Time: 11:56:40, Recorded By: Sensor1
Date: 2024-08-02, Temp: 37, Humidity: 82, Light: 77, Time: 19:27:45, Recorded By: Sensor3
Date: 2024-08-15, Temp: 35, Humidity: 90, Light: 295, Time: 22:03:19, Recorded By: Sensor1
Date: 2024-02-27, Temp: 36, Humidity: 100, Light: 285, Time: 22:06:24, Recorded By: Sensor1
Date: 2024-05-28, Temp: 30, Humidity: 85, Light: 227, Time: 09:57:55, Recorded By: Sensor3
Date: 2024-09-24, Temp: 30, Humidity: 83, Light: 62, Time: 16:29:52, Recorded By: Sensor4
Date: 2024-03-15, Temp: 33, Humidity: 90, Light: 139, Time: 03:20:10, Recorded By: Sensor3
Date: 2024-02-01, Temp: 38, Humidity: 90, Light: 128, Time: 01:40:04, Recorded By: Sensor2
Date: 2024-04-24, Temp: 38, Humidity: 87, Light: 91, Time: 11:37:02, Recorded By: Sensor2
Date: 2024-01-21, Temp: 39, Humidity: 75, Light: 218, Time: 02:18:37, Recorded By: Sensor3
Date: 2024-03-22, Temp: 38, Humidity: 84, Light: 140, Time: 01:56:54, Recorded By: Sensor4
Date: 2024-04-20, Temp: 40, Humidity: 92, Light: 91, Time: 04:12:36, Recorded By: Sensor4
Date: 2024-04-24, Temp: 36, Humidity: 72, Light: 210, Time: 02:19:53, Recorded By: Sensor4
Date: 2024-09-20, Temp: 38, Humidity: 88, Light: 47, Time: 09:36:48, Recorded By: Sensor2
Date: 2024-07-30, Temp: 30, Humidity: 94, Light: 75, Time: 16:31:54, Recorded By: Sensor1
Date: 2024-12-18, Temp: 30, Humidity: 90, Light: 25, Time: 20:58:58, Recorded By: Sensor3
Date: 2024-08-03, Temp: 37, Humidity: 72, Light: 111, Time: 04:56:38, Recorded By: Sensor2
